,Views,Date,Time
1522,21.6K,2019-08-31,23:46
1523,21.8K,2019-08-31,23:48
1524,27.2K,2019-08-31,23:56
1525,24.3K,2019-09-01,15:39
1526,26.0K,2019-09-01,16:34
1527,22.9K,2019-09-01,17:22
1528,21.0K,2019-09-01,17:49
1529,28.2K,2019-09-01,18:00
1530,22.1K,2019-09-01,18:06
1531,23.9K,2019-09-01,19:04
1532,21.8K,2019-09-01,22:42
1533,20.1K,2019-09-01,00:54
1534,20.2K,2019-09-02,09:52
1535,21.0K,2019-09-03,12:55
1536,21.5K,2019-09-03,00:44
1537,23.6K,2019-09-04,18:02
1538,26.1K,2019-09-05,10:06
1539,30.0K,2019-09-05,10:06
1540,27.6K,2019-09-05,11:40
1541,29.4K,2019-09-05,21:27
1542,23.1K,2019-09-06,17:21
1543,22.2K,2019-09-06,22:44
1544,30.7K,2019-09-06,23:37
1545,23.4K,2019-09-06,00:25
1546,21.8K,2019-09-07,16:26
1547,23.6K,2019-09-07,19:33
1548,26.8K,2019-09-07,21:11
1549,31.8K,2019-09-07,23:30
1550,31.3K,2019-09-07,23:42
1551,25.3K,2019-09-07,23:57
1552,21.6K,2019-09-07,00:15
1553,21.8K,2019-09-08,16:04
1554,27.2K,2019-09-08,18:45
1555,24.3K,2019-09-08,21:35
1556,26.0K,2019-09-08,22:06
1557,22.9K,2019-09-11,17:56
1558,21.0K,2019-09-11,22:26
1559,28.2K,2019-09-12,09:03
1560,22.1K,2019-09-01,18:06
1561,23.9K,2019-09-01,19:04
1562,21.8K,2019-09-01,22:42
1563,20.1K,2019-09-01,00:54
1564,20.2K,2019-09-02,09:52
1565,21.0K,2019-09-03,12:55
1566,21.5K,2019-09-03,00:44
1567,23.6K,2019-09-04,18:02
1568,26.1K,2019-09-05,10:06
1569,30.0K,2019-09-05,10:06
1570,27.6K,2019-09-05,11:40
1571,29.4K,2019-09-05,21:27
1572,23.1K,2019-09-06,17:21
1573,22.2K,2019-09-06,22:44
1574,30.7K,2019-09-06,23:37
1575,43.2K,2019-09-06,00:25
1576,39.7K,2019-09-07,16:26
1577,42.5K,2019-09-07,19:33
1578,31.0K,2019-09-07,21:11
1579,31.8K,2019-09-07,23:30
1580,26.9K,2019-09-07,23:42
1581,32.9K,2019-09-07,23:57
1582,19.0K,2019-09-07,00:15
1583,27.6K,2019-09-08,16:04
1584,23.2K,2019-09-08,18:45
1585,24.3K,2019-09-08,21:35
1586,26.0K,2019-09-08,22:06
1587,22.9K,2019-09-11,17:56
1588,21.0K,2019-09-11,22:26
1589,28.2K,2019-09-12,09:03
1590,22.1K,2019-09-12,12:02
1591,23.9K,2019-09-12,12:20
1592,21.8K,2019-09-13,14:48
1593,20.1K,2019-09-15,16:51
1594,20.2K,2019-09-15,19:33
1595,21.0K,2019-09-17,11:31
1596,21.5K,2019-09-17,22:33
1597,23.6K,2019-09-21,11:12
1598,26.1K,2019-09-21,11:12
1599,30.0K,2019-09-21,17:26
1600,27.6K,2019-09-05,11:40
1601,29.4K,2019-09-05,21:27
1602,23.1K,2019-09-06,17:21
1603,22.2K,2019-09-06,22:44
1604,30.7K,2019-09-06,23:37
1605,43.2K,2019-09-06,00:25
1606,39.7K,2019-09-07,16:26
1607,42.5K,2019-09-07,19:33
1608,31.0K,2019-09-07,21:11
1609,31.8K,2019-09-07,23:30
1610,26.9K,2019-09-07,23:42
1611,32.9K,2019-09-07,23:57
1612,19.0K,2019-09-07,00:15
1613,27.6K,2019-09-08,16:04
1614,23.2K,2019-09-08,18:45
1615,23.5K,2019-09-08,21:35
1616,25.4K,2019-09-08,22:06
1617,22.3K,2019-09-11,17:56
1618,23.7K,2019-09-11,22:26
1619,25.8K,2019-09-12,09:03
1620,28.1K,2019-09-12,12:02
1621,17.8K,2019-09-12,12:20
1622,17.7K,2019-09-13,14:48
1623,17.3K,2019-09-15,16:51
1624,17.3K,2019-09-15,19:33
1625,21.0K,2019-09-17,11:31
1626,21.5K,2019-09-17,22:33
1627,23.6K,2019-09-21,11:12
1628,26.1K,2019-09-21,11:12
1629,30.0K,2019-09-21,17:26
1630,27.6K,2019-09-21,22:07
1631,29.4K,2019-09-24,23:44
1632,23.1K,2019-09-26,12:58
1633,22.2K,2019-09-26,16:21
1634,30.7K,2019-09-26,16:54
1635,43.2K,2019-09-27,18:37
1636,39.7K,2019-09-28,20:26
1637,42.5K,2019-09-28,20:40
1638,31.0K,2019-09-28,20:45
1639,31.8K,2019-09-29,15:10
1640,26.9K,2019-09-07,23:42
1641,32.9K,2019-09-07,23:57
1642,19.0K,2019-09-07,00:15
1643,27.6K,2019-09-08,16:04
1644,23.2K,2019-09-08,18:45
1645,23.5K,2019-09-08,21:35
1646,25.4K,2019-09-08,22:06
1647,22.3K,2019-09-11,17:56
1648,23.7K,2019-09-11,22:26
1649,25.8K,2019-09-12,09:03
1650,28.1K,2019-09-12,12:02
1651,17.8K,2019-09-12,12:20
1652,17.7K,2019-09-13,14:48
1653,17.3K,2019-09-15,16:51
1654,17.3K,2019-09-15,19:33
1655,15.5K,2019-09-17,11:31
1656,16.4K,2019-09-17,22:33
1657,13.9K,2019-09-21,11:12
1658,12.6K,2019-09-21,11:12
1659,11.7K,2019-09-21,17:26
1660,11.4K,2019-09-21,22:07
1661,11.2K,2019-09-24,23:44
1662,15.6K,2019-09-26,12:58
1663,14.6K,2019-09-26,16:21
1664,10.9K,2019-09-26,16:54
1665,43.2K,2019-09-27,18:37
1666,39.7K,2019-09-28,20:26
1667,42.5K,2019-09-28,20:40
1668,31.0K,2019-09-28,20:45
1669,31.8K,2019-09-29,15:10
1670,26.9K,2019-09-29,15:31
1671,32.9K,2019-09-29,15:50
1672,19.0K,2019-09-29,15:55
1673,27.6K,2019-09-29,16:06
1674,23.2K,2019-09-29,16:07
1675,23.5K,2019-09-29,16:22
1676,25.4K,2019-09-29,16:23
1677,22.3K,2019-09-29,16:25
1678,23.7K,2019-09-29,16:33
1679,25.8K,2019-09-29,16:35
1680,28.1K,2019-09-12,12:02
1681,17.8K,2019-09-12,12:20
1682,17.7K,2019-09-13,14:48
1683,17.3K,2019-09-15,16:51
1684,17.3K,2019-09-15,19:33
1685,15.5K,2019-09-17,11:31
1686,16.4K,2019-09-17,22:33
1687,13.9K,2019-09-21,11:12
1688,12.6K,2019-09-21,11:12
1689,11.7K,2019-09-21,17:26
1690,11.4K,2019-09-21,22:07
1691,11.2K,2019-09-24,23:44
1692,15.6K,2019-09-26,12:58
1693,14.6K,2019-09-26,16:21
1694,10.9K,2019-09-26,16:54
1695,11.0K,2019-09-27,18:37
1696,12.8K,2019-09-28,20:26
1697,11.4K,2019-09-28,20:40
1698,14.3K,2019-09-28,20:45
1699,12.5K,2019-09-29,15:10
1700,13.3K,2019-09-29,15:31
1701,14.2K,2019-09-29,15:50
1702,14.4K,2019-09-29,15:55
1703,13.5K,2019-09-29,16:06
1704,16.3K,2019-09-29,16:07
1705,23.2K,2019-09-29,16:22
1706,23.5K,2019-09-29,16:23
1707,25.4K,2019-09-29,16:25
1708,22.3K,2019-09-29,16:33
1709,23.7K,2019-09-29,16:35
1710,25.8K,2019-09-29,16:43
1711,28.1K,2019-09-29,16:50
1712,17.8K,2019-09-29,16:54
1713,17.7K,2019-09-29,16:57
1714,17.3K,2019-09-29,17:21
1715,17.3K,2019-09-29,18:38
1716,15.5K,2019-09-29,18:42
1717,16.4K,2019-09-29,19:24
1718,13.9K,2019-09-29,20:19
1719,12.6K,2019-09-29,23:14
1720,11.7K,2019-09-21,17:26
1721,11.4K,2019-09-21,22:07
1722,11.2K,2019-09-24,23:44
1723,15.6K,2019-09-26,12:58
1724,14.6K,2019-09-26,16:21
1725,10.9K,2019-09-26,16:54
1726,11.0K,2019-09-27,18:37
1727,12.8K,2019-09-28,20:26
1728,11.4K,2019-09-28,20:40
1729,14.3K,2019-09-28,20:45
1730,12.5K,2019-09-29,15:10
1731,13.3K,2019-09-29,15:31
1732,14.2K,2019-09-29,15:50
1733,14.4K,2019-09-29,15:55
1734,13.5K,2019-09-29,16:06
1735,16.3K,2019-09-29,16:07
1736,15.3K,2019-09-29,16:22
1737,14.9K,2019-09-29,16:23
1738,15.1K,2019-09-29,16:25
1739,21.7K,2019-09-29,16:33
1740,18.7K,2019-09-29,16:35
1741,19.0K,2019-09-29,16:43
1742,17.7K,2019-09-29,16:50
1743,17.3K,2019-09-29,16:54
1744,19.4K,2019-09-29,16:57
1745,17.3K,2019-09-29,17:21
1746,17.3K,2019-09-29,18:38
1747,15.5K,2019-09-29,18:42
1748,16.4K,2019-09-29,19:24
1749,13.9K,2019-09-29,20:19
1750,12.6K,2019-09-29,23:14
1751,11.7K,2019-09-29,23:35
1752,11.4K,2019-09-29,23:57
1753,11.2K,2019-09-30,11:41
1754,15.6K,2019-09-30,18:13
1755,14.6K,2019-09-30,19:02
1756,10.9K,2019-09-30,22:52
1757,11.0K,2019-09-30,00:28
1758,12.8K,2019-10-01,08:41
1759,11.4K,2019-10-01,08:59
1760,14.3K,2019-09-28,20:45
1761,12.5K,2019-09-29,15:10
1762,13.3K,2019-09-29,15:31
1763,14.2K,2019-09-29,15:50
1764,14.4K,2019-09-29,15:55
1765,11.2K,2019-09-29,16:06
1766,15.6K,2019-09-29,16:07
1767,14.6K,2019-09-29,16:22
1768,10.9K,2019-09-29,16:23
1769,11.0K,2019-09-29,16:25
1770,12.8K,2019-09-29,16:33
1771,11.4K,2019-09-29,16:35
1772,14.3K,2019-09-29,16:43
1773,12.5K,2019-09-29,16:50
1774,13.3K,2019-09-29,16:54
1775,14.2K,2019-09-29,16:57
1776,14.4K,2019-09-29,17:21
1777,13.5K,2019-09-29,18:38
1778,16.3K,2019-09-29,18:42
1779,15.3K,2019-09-29,19:24
1780,14.9K,2019-09-29,16:23
1781,15.1K,2019-09-29,16:25
1782,21.7K,2019-09-29,16:33
1783,18.7K,2019-09-29,16:35
1784,19.0K,2019-09-29,16:43
1785,17.7K,2019-09-29,16:50
1786,17.3K,2019-09-29,16:54
1787,19.4K,2019-09-29,16:57
1788,19.3K,2019-09-29,17:21
1789,13.9K,2019-09-29,18:38
1790,14.7K,2019-09-29,18:42
1791,13.8K,2019-09-29,19:24
1792,13.4K,2019-09-29,20:19
1793,12.6K,2019-09-29,23:14
1794,12.8K,2019-09-29,23:35
1795,13.3K,2019-09-29,23:57
1796,12.6K,2019-09-30,11:41
1797,12.4K,2019-09-30,18:13
1798,12.9K,2019-09-30,19:02
1799,12.8K,2019-09-30,22:52
1800,12.1K,2019-09-30,00:28
1801,12.2K,2019-10-01,08:41
1802,13.2K,2019-10-01,08:59
1803,26.3K,2019-10-01,13:22
1804,15.2K,2019-10-01,14:19
1805,12.5K,2019-10-01,14:39
1806,13.3K,2019-10-01,14:41
1807,14.2K,2019-10-01,14:42
1808,14.4K,2019-10-01,14:45
1809,13.5K,2019-10-01,14:50
1810,16.3K,2019-10-01,14:55
1811,15.3K,2019-10-01,15:06
1812,14.9K,2019-10-01,15:11
1813,15.1K,2019-10-01,15:14
1814,21.7K,2019-10-01,15:26
1815,18.7K,2019-10-01,15:34
1816,19.0K,2019-10-01,15:34
1817,17.7K,2019-10-01,15:34
1818,17.3K,2019-10-01,15:39
1819,19.4K,2019-10-01,16:24
1820,19.3K,2019-09-29,17:21
1821,13.9K,2019-09-29,18:38
1822,14.7K,2019-09-29,18:42
1823,13.8K,2019-09-29,19:24
1824,13.4K,2019-09-29,20:19
1825,12.6K,2019-09-29,23:14
1826,12.8K,2019-09-29,23:35
1827,13.3K,2019-09-29,23:57
1828,12.6K,2019-09-30,11:41
1829,12.4K,2019-09-30,18:13
1830,12.9K,2019-09-30,19:02
1831,12.8K,2019-09-30,22:52
1832,12.1K,2019-09-30,00:28
1833,12.2K,2019-10-01,08:41
1834,13.2K,2019-10-01,08:59
1835,26.3K,2019-10-01,13:22
1836,15.2K,2019-10-01,14:19
1837,15.6K,2019-10-01,14:39
1838,18.1K,2019-10-01,14:41
1839,27.4K,2019-10-01,14:42
1840,16.5K,2019-10-01,14:45
1841,17.9K,2019-10-01,14:50
1842,17.8K,2019-10-01,14:55
1843,16.9K,2019-10-01,15:06
1844,19.9K,2019-10-01,15:11
1845,18.7K,2019-10-01,15:14
1846,19.0K,2019-10-01,15:26
1847,17.7K,2019-10-01,15:34
1848,17.3K,2019-10-01,15:34
1849,19.4K,2019-10-01,15:34
1850,19.3K,2019-10-01,15:39
1851,13.9K,2019-10-01,16:24
1852,14.7K,2019-10-01,16:38
1853,13.8K,2019-10-01,16:39
1854,13.4K,2019-10-01,17:09
1855,12.6K,2019-10-01,17:15
1856,12.8K,2019-10-01,17:34
1857,13.3K,2019-10-01,17:37
1858,12.6K,2019-10-01,18:14
1859,12.4K,2019-10-01,18:43
1860,12.9K,2019-09-30,19:02
1861,12.8K,2019-09-30,22:52
1862,12.1K,2019-09-30,00:28
1863,12.2K,2019-10-01,08:41
1864,13.2K,2019-10-01,08:59
1865,26.3K,2019-10-01,13:22
1866,15.2K,2019-10-01,14:19
1867,15.6K,2019-10-01,14:39
1868,18.1K,2019-10-01,14:41
1869,27.4K,2019-10-01,14:42
1870,16.5K,2019-10-01,14:45
1871,17.9K,2019-10-01,14:50
1872,17.8K,2019-10-01,14:55
1873,16.9K,2019-10-01,15:06
1874,19.9K,2019-10-01,15:11
1875,21.2K,2019-10-01,15:14
1876,21.7K,2019-10-01,15:26
1877,24.0K,2019-10-01,15:34
1878,26.9K,2019-10-01,15:34
1879,27.0K,2019-10-01,15:34
1880,28.3K,2019-10-01,15:39
1881,28.8K,2019-10-01,16:24
1882,22.4K,2019-10-01,16:38
1883,41.5K,2019-10-01,16:39
1884,24.4K,2019-10-01,17:09
1885,12.6K,2019-10-01,17:15
1886,12.8K,2019-10-01,17:34
1887,13.3K,2019-10-01,17:37
1888,12.6K,2019-10-01,18:14
1889,12.4K,2019-10-01,18:43
1890,12.9K,2019-10-01,18:57
1891,12.8K,2019-10-01,18:57
1892,12.1K,2019-10-01,19:01
1893,12.2K,2019-10-01,19:10
1894,13.2K,2019-10-01,19:43
1895,26.3K,2019-10-01,23:23
1896,15.2K,2019-10-03,11:18
1897,15.6K,2019-10-04,15:23
1898,18.1K,2019-10-04,15:23
1899,27.4K,2019-10-04,16:54
1900,16.5K,2019-10-01,14:45
1901,17.9K,2019-10-01,14:50
1902,17.8K,2019-10-01,14:55
1903,16.9K,2019-10-01,15:06
1904,19.9K,2019-10-01,15:11
1905,26.3K,2019-10-01,15:14
1906,15.2K,2019-10-01,15:26
1907,15.6K,2019-10-01,15:34
1908,18.1K,2019-10-01,15:34
1909,27.4K,2019-10-01,15:34
1910,16.5K,2019-10-01,15:39
1911,17.9K,2019-10-01,16:24
1912,17.8K,2019-10-01,16:38
1913,16.9K,2019-10-01,16:39
1914,19.9K,2019-10-01,17:09
1915,21.2K,2019-10-01,17:15
1916,21.7K,2019-10-01,17:34
1917,24.0K,2019-10-01,17:37
1918,26.9K,2019-10-01,18:14
1919,27.0K,2019-10-01,18:43
1920,28.3K,2019-10-01,15:39
1921,28.8K,2019-10-01,16:24
1922,22.4K,2019-10-01,16:38
1923,41.5K,2019-10-01,16:39
1924,24.4K,2019-10-01,17:09
1925,21.2K,2019-10-01,17:15
1926,21.7K,2019-10-01,17:34
1927,24.0K,2019-10-01,17:37
1928,26.9K,2019-10-01,18:14
1929,27.0K,2019-10-01,18:43
1930,28.3K,2019-10-01,18:57
1931,28.8K,2019-10-01,18:57
1932,22.4K,2019-10-01,19:01
1933,41.5K,2019-10-01,19:10
1934,24.4K,2019-10-01,19:43
1935,33.6K,2019-10-01,23:23
1936,27.3K,2019-10-03,11:18
1937,42.8K,2019-10-04,15:23
1938,26.8K,2019-10-04,15:23
1939,42.6K,2019-10-04,16:54
1940,31.6K,2019-10-01,18:57
1941,33.7K,2019-10-01,18:57
1942,22.5K,2019-10-01,19:01
1943,24.3K,2019-10-01,19:10
1944,15.1K,2019-10-01,19:43
1945,33.6K,2019-10-01,23:23
1946,27.3K,2019-10-03,11:18
1947,42.8K,2019-10-04,15:23
1948,26.8K,2019-10-04,15:23
1949,42.6K,2019-10-04,16:54
1950,31.6K,2019-10-04,17:44
1951,33.7K,2019-10-04,18:20
1952,22.5K,2019-10-04,22:36
1953,24.3K,2019-10-04,23:43
1954,15.1K,2019-10-04,01:12
1955,18.4K,2019-10-05,15:12
1956,15.0K,2019-10-05,15:30
1957,15.0K,2019-10-06,16:59
1958,15.5K,2019-10-06,17:03
1959,31.1K,2019-10-06,17:16
1960,30.3K,2019-10-04,17:44
1961,24.5K,2019-10-04,18:20
1962,33.4K,2019-10-04,22:36
1963,37.6K,2019-10-04,23:43
1964,23.0K,2019-10-04,01:12
1965,25.2K,2019-10-05,15:12
1966,30.6K,2019-10-05,15:30
1967,29.0K,2019-10-06,16:59
1968,24.3K,2019-10-06,17:03
1969,19.6K,2019-10-06,17:16
1970,17.2K,2019-10-06,17:21
1971,20.0K,2019-10-06,17:30
1972,15.6K,2019-10-06,17:30
1973,14.1K,2019-10-06,17:31
1974,29.4K,2019-10-06,18:25
1975,14.4K,2019-10-06,18:45
1976,12.4K,2019-10-06,20:30
1977,11.8K,2019-10-06,21:55
1978,40.2K,2019-10-06,00:00
1979,10.8K,2019-10-07,22:52
1980,11.4K,2019-10-07,22:55
1981,49.4K,2019-10-08,10:45
1982,11.1K,2019-10-08,16:47
1983,10.9K,2019-10-13,23:21
1984,12.8K,2019-10-17,18:58
1985,18.4K,2019-10-18,12:03
1986,15.0K,2019-10-18,12:48
1987,15.0K,2019-10-19,18:35
1988,15.5K,2019-10-20,13:36
1989,31.1K,2019-10-20,13:57
1990,30.3K,2019-10-20,15:16
1991,24.5K,2019-10-20,15:20
1992,33.4K,2019-10-20,15:20
1993,37.6K,2019-10-20,15:27
1994,23.0K,2019-10-20,15:40
1995,25.2K,2019-10-20,15:46
1996,30.6K,2019-10-20,15:48
1997,29.0K,2019-10-20,15:56
1998,24.3K,2019-10-20,15:57
1999,19.6K,2019-10-20,16:08
2000,17.2K,2019-10-06,17:21
2001,20.0K,2019-10-06,17:30
2002,15.6K,2019-10-06,17:30
2003,14.1K,2019-10-06,17:31
2004,29.4K,2019-10-06,18:25
2005,14.4K,2019-10-06,18:45
2006,12.4K,2019-10-06,20:30
2007,11.8K,2019-10-06,21:55
2008,40.2K,2019-10-06,00:00
2009,10.8K,2019-10-07,22:52
2010,11.4K,2019-10-07,22:55
2011,49.4K,2019-10-08,10:45
2012,11.1K,2019-10-08,16:47
2013,10.9K,2019-10-13,23:21
2014,12.8K,2019-10-17,18:58
2015,18.1K,2019-10-18,12:03
2016,14.5K,2019-10-18,12:48
2017,19.0K,2019-10-19,18:35
2018,14.6K,2019-10-20,13:36
2019,14.8K,2019-10-20,13:57
2020,13.1K,2019-10-20,15:16
2021,19.2K,2019-10-20,15:20
2022,10.9K,2019-10-20,15:20
2023,12.5K,2019-10-20,15:27
2024,30.6K,2019-10-20,15:40
2025,25.2K,2019-10-20,15:46
2026,30.6K,2019-10-20,15:48
2027,29.0K,2019-10-20,15:56
2028,24.3K,2019-10-20,15:57
2029,19.6K,2019-10-20,16:08
2030,17.2K,2019-10-20,16:15
2031,20.0K,2019-10-20,16:31
2032,15.6K,2019-10-20,17:13
2033,14.1K,2019-10-20,17:41
2034,29.4K,2019-10-20,17:41
2035,14.4K,2019-10-21,09:31
2036,12.4K,2019-10-21,11:02
2037,11.8K,2019-10-21,11:42
2038,40.2K,2019-10-21,16:43
2039,10.8K,2019-10-21,20:57
2040,11.4K,2019-10-07,22:55
2041,49.4K,2019-10-08,10:45
2042,11.1K,2019-10-08,16:47
2043,10.9K,2019-10-13,23:21
2044,12.8K,2019-10-17,18:58
2045,18.1K,2019-10-18,12:03
2046,14.5K,2019-10-18,12:48
2047,19.0K,2019-10-19,18:35
2048,14.6K,2019-10-20,13:36
2049,14.8K,2019-10-20,13:57
2050,13.1K,2019-10-20,15:16
2051,19.2K,2019-10-20,15:20
2052,10.9K,2019-10-20,15:20
2053,12.5K,2019-10-20,15:27
2054,30.6K,2019-10-20,15:40
2055,11.3K,2019-10-20,15:46
2056,11.0K,2019-10-20,15:48
2057,31.8K,2019-10-20,15:56
2058,15.5K,2019-10-20,15:57
2059,22.6K,2019-10-20,16:08
2060,24.2K,2019-10-20,16:15
2061,17.4K,2019-10-20,16:31
2062,11.9K,2019-10-20,17:13
2063,11.6K,2019-10-20,17:41
2064,13.8K,2019-10-20,17:41
